"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","ensembl","symbol"
"11524.703","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000146670","CDCA5"
"11524.704","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000166987","MBD6"
"11524.705","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000141446","ESCO1"
"11524.706","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000147854","UHRF2"
"11524.707","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000124702","KLHDC3"
"11524.708","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000156384","SFR1"
"11524.709","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000166295","ANAPC16"
"11524.710","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000197837","HIST4H4"
"11524.711","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000258315","C17orf49"
"11524.712","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000153391","INO80C"
"11524.713","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000170584","NUDCD2"
"11524.714","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000148411","NACC2"
"11524.715","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000130700","GATA5"
"11524.716","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000151164","RAD9B"
"11524.717","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000154920","EME1"
"11524.718","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000161888","SPC24"
"11524.719","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000171984","SHLD1"
"11524.720","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000176635","HORMAD2"
"11524.721","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000172428","COPS9"
"11524.722","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000163535","SGO2"
"11524.723","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000129810","SGO1"
"11524.724","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000171320","ESCO2"
"11524.725","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000163961","RNF168"
"11524.726","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000171456","ASXL1"
"11524.727","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000177138","FAM9B"
"11524.728","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000197774","EME2"
"11524.729","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000169189","NSMCE1"
"11524.730","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000169621",NA
"11524.731","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000166582","CENPV"
"11524.732","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000169689","CENPX"
"11524.733","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000171988","JMJD1C"
"11524.734","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000165480","SKA3"
"11524.735","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000161904","LEMD2"
"11524.736","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000165097","KDM1B"
"11524.737","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000161036","LRWD1"
"11524.738","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000152133","GPATCH11"
"11524.739","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000146263","MMS22L"
"11524.740","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000166439","RNF169"
"11524.741","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000161860","SYCE2"
"11524.742","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000146414","SHPRH"
"11524.743","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000198824","CHAMP1"
"11524.744","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000169592","INO80E"
"11524.745","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000156831","NSMCE2"
"11524.746","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000148362","PAXX"
"11524.747","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000182628","SKA2"
"11524.748","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000120253","NUP43"
"11524.749","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000175854","SWI5"
"11524.750","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000175279","CENPS"
"11524.751","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000203760","CENPW"
"11524.752","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000253368","TRNP1"
"11524.753","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000189233","NUGGC"
"11524.754","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000188312","CENPP"
"11524.755","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000230797","YY2"
"11524.756","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000203814","HIST2H2BF"
"11524.757","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000255150","EID3"
"11524.758","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000205078","SYCE1L"
"11524.759","GO:0044427",8.70059690781591e-34,1,156,801,"chromosomal part","CC","ENSG00000269964","MEI4"
"26651","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000075624","ACTB"
"2665.1","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000136518","ACTL6A"
"2665.2","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000148700","ADD3"
"2665.3","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000143799","PARP1"
"2665.4","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000134982","APC"
"2665.5","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000100823","APEX1"
"2665.6","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000110330","BIRC2"
"2665.7","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000089685","BIRC5"
"2665.8","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000169083","AR"
"2665.9","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000137486","ARRB1"
"2665.10","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000149311","ATM"
"2665.11","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000175054","ATR"
"2665.12","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000085224","ATRX"
"2665.13","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000113916","BCL6"
"2665.14","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000197299","BLM"
"2665.15","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000168495","POLR3D"
"2665.16","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000012048","BRCA1"
"2665.17","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000139618","BRCA2"
"2665.18","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000169679","BUB1"
"2665.19","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000156970","BUB1B"
"2665.20","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000162909","CAPN2"
"2665.21","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000124813","RUNX2"
"2665.22","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000020633","RUNX3"
"2665.23","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000134057","CCNB1"
"2665.24","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000118971","CCND2"
"2665.25","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000170312","CDK1"
"2665.26","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000096401","CDC5L"
"2665.27","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000122545","SEPT7"
"2665.28","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000123374","CDK2"
"2665.29","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000135446","CDK4"
"2665.30","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000136807","CDK9"
"2665.31","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000147889","CDKN2A"
"2665.32","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000172216","CEBPB"
"2665.33","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000115163","CENPA"
"2665.34","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000125817","CENPB"
"2665.35","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000145241","CENPC"
"2665.36","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000138778","CENPE"
"2665.37","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000117724","CENPF"
"2665.38","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000180198","RCC1"
"2665.39","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000170004","CHD3"
"2665.40","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000111642","CHD4"
"2665.41","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000149554","CHEK1"
"2665.42","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000118260","CREB1"
"2665.43","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000115966","ATF2"
"2665.44","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000005339","CREBBP"
"2665.45","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000113712","CSNK1A1"
"2665.46","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000101266","CSNK2A1"
"2665.47","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000070770","CSNK2A2"
"2665.48","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000168036","CTNNB1"
"2665.49","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000204843","DCTN1"
"2665.50","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000167986","DDB1"
"2665.51","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000110367","DDX6"
"2665.52","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000135829","DHX9"
"2665.53","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000013573","DDX11"
"2665.54","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000160049","DFFA"
"2665.55","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000169598","DFFB"
"2665.56","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000138346","DNA2"
"2665.57","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000158560","DYNC1I1"
"2665.58","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000135720","DYNC1LI2"
"2665.59","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000130816","DNMT1"
"2665.60","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000119772","DNMT3A"
"2665.61","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000161202","DVL3"
"2665.62","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000101412","E2F1"
"2665.63","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000205250","E2F4"
"2665.64","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000134686","PHC2"
"2665.65","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000100393","EP300"
"2665.66","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000012061","ERCC1"
"2665.67","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000175595","ERCC4"
"2665.68","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000134899",NA
"2665.69","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000091831","ESR1"
"2665.70","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000117036","ETV3"
"2665.71","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000106462","EZH2"
"2665.72","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000144554","FANCD2"
"2665.73","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000171634","BPTF"
"2665.74","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000168496","FEN1"
"2665.75","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000151422","FER"
"2665.76","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000054598","FOXC1"
"2665.77","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000196924","FLNA"
"2665.78","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000102081","FMR1"
"2665.79","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000102384","CENPI"
"2665.80","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000196419","XRCC6"
"2665.81","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000154727","GABPA"
"2665.82","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000107485","GATA3"
"2665.83","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000108773","KAT2A"
"2665.84","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000116062","MSH6"
"2665.85","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000137947","GTF2B"
"2665.86","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000189060","H1F0"
"2665.87","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000187837","HIST1H1C"
"2665.88","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000168298","HIST1H1E"
"2665.89","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000277075","HIST1H2AE"
"2665.90","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000188486","H2AFX"
"2665.91","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000164032","H2AFZ"
"2665.92","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000158373","HIST1H2BD"
"2665.93","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000163041","H3F3A"
"2665.94","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000132475","H3F3B"
"2665.95","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000116478","HDAC1"
"2665.96","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000196591","HDAC2"
"2665.97","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000119969","HELLS"
"2665.98","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000177374","HIC1"
"2665.99","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000204859","ZBTB48"
"2665.100","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000159267","HLCS"
"2665.101","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000189403","HMGB1"
"2665.102","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000164104","HMGB2"
"2665.103","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000029993","HMGB3"
"2665.104","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000205581","HMGN1"
"2665.105","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000198830","HMGN2"
"2665.106","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000137309","HMGA1"
"2665.107","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000122566","HNRNPA2B1"
"2665.108","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000092199","HNRNPC"
"2665.109","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000165119","HNRNPK"
"2665.110","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000153187","HNRNPU"
"2665.111","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000126803","HSPA2"
"2665.112","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000136273","HUS1"
"2665.113","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000113141","IK"
"2665.114","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000149503","INCENP"
"2665.115","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000168556","ING2"
"2665.116","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000104408","EIF3E"
"2665.117","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000125347","IRF1"
"2665.118","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000137265","IRF4"
"2665.119","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000177606","JUN"
"2665.120","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000171223","JUNB"
"2665.121","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000130522","JUND"
"2665.122","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000079616","KIF22"
"2665.123","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000174405","LIG4"
"2665.124","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000134013","LOXL2"
"2665.125","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000118308","LRMP"
"2665.126","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000059728","MXD1"
"2665.127","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000164109","MAD2L1"
"2665.128","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000175387","SMAD2"
"2665.129","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000166949","SMAD3"
"2665.130","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000141646","SMAD4"
"2665.131","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000178573","MAF"
"2665.132","GO:0005694",8.83864146485414e-33,1,168,917,"chromosome","CC","ENSG00000125952","MAX"
